gene,freq,mean_rank,score,symbol
ENSG00000251039,5,0.0,5.0,IGKV2D-40
ENSG00000211837,5,1.0,4.999333333333333,TRAJ53
ENSG00000211672,5,3.6,4.9976,IGLV4-3
ENSG00000211838,5,5.4,4.9964,TRAJ52
ENSG00000254326,5,8.4,4.9944,IGHV7-27
ENSG00000211844,5,8.4,4.9944,TRAJ45
ENSG00000108821,5,9.8,4.9934666666666665,COL1A1
ENSG00000157005,5,12.2,4.991866666666667,SST
ENSG00000211639,5,12.6,4.9916,IGLV4-60
ENSG00000278661,5,15.4,4.989733333333334,TRAJ37
ENSG00000211675,5,17.0,4.988666666666667,IGLC1
ENSG00000164692,5,18.6,4.9876,COL1A2
ENSG00000282122,5,18.8,4.987466666666666,IGHV7-4-1
ENSG00000158874,5,19.8,4.9868,APOA2
ENSG00000259490,5,20.4,4.9864,IGHV3OR15-7
ENSG00000211664,5,20.4,4.9864,IGLV2-18
ENSG00000111341,5,21.6,4.9856,MGP
ENSG00000211638,5,22.4,4.9850666666666665,IGLV8-61
ENSG00000211952,5,22.6,4.984933333333333,IGHV4-28
ENSG00000171199,5,23.8,4.984133333333333,OPRPN
ENSG00000211867,5,27.0,4.982,TRAJ22
ENSG00000149021,5,27.4,4.981733333333334,SCGB1A1
ENSG00000211847,5,28.4,4.981066666666667,TRAJ42
ENSG00000259337,5,29.2,4.980533333333334,IGHV1OR15-2
ENSG00000181617,5,30.2,4.979866666666667,FDCSP
ENSG00000278857,5,31.6,4.978933333333333,IGKV1D-12
ENSG00000251546,5,34.0,4.977333333333333,IGKV1D-39
ENSG00000172236,5,35.0,4.976666666666667,TPSAB1
ENSG00000211979,5,35.4,4.9764,IGHV7-81
ENSG00000163751,5,35.8,4.976133333333333,CPA3
ENSG00000153002,5,37.8,4.9748,CPB1
ENSG00000241794,5,38.8,4.9741333333333335,SPRR2A
ENSG00000110244,5,39.4,4.973733333333334,APOA4
ENSG00000261704,5,40.4,4.973066666666667,IGHV1OR16-1
ENSG00000203785,5,41.4,4.9724,SPRR2E
ENSG00000242534,5,43.0,4.971333333333333,IGKV2D-28
ENSG00000167531,5,44.8,4.970133333333333,LALBA
ENSG00000211642,5,45.2,4.969866666666666,IGLV10-54
ENSG00000223350,5,45.8,4.9694666666666665,IGLV9-49
ENSG00000115523,5,48.0,4.968,GNLY
ENSG00000113140,5,48.2,4.967866666666667,SPARC
ENSG00000243264,5,50.0,4.966666666666667,IGKV2D-29
ENSG00000211720,5,51.6,4.9656,TRBV11-1
ENSG00000239571,5,52.0,4.965333333333334,IGKV2D-30
ENSG00000177504,5,53.8,4.964133333333334,VCX2
ENSG00000089199,5,55.6,4.962933333333333,CHGB
ENSG00000197253,5,56.2,4.962533333333333,TPSB2
ENSG00000239975,5,56.6,4.962266666666666,IGKV1D-33
ENSG00000253234,5,57.0,4.962,IGLV2-5
ENSG00000019582,5,57.2,4.961866666666666,CD74
ENSG00000011465,5,59.6,4.960266666666667,DCN
ENSG00000160180,5,60.4,4.959733333333333,TFF3
ENSG00000211665,5,62.0,4.958666666666667,IGLV3-16
ENSG00000239910,5,64.4,4.957066666666667,RN7SL530P
ENSG00000185664,5,67.8,4.9548,PMEL
ENSG00000211655,5,69.0,4.954,IGLV1-36
ENSG00000170373,5,69.4,4.953733333333333,CST1
ENSG00000275158,5,69.4,4.953733333333333,TRBV12-5
ENSG00000196565,5,71.8,4.952133333333333,HBG2
ENSG00000130203,5,72.4,4.951733333333333,APOE
ENSG00000170323,5,73.4,4.951066666666667,FABP4
ENSG00000163453,5,74.4,4.9504,IGFBP7
ENSG00000211637,5,75.2,4.949866666666667,IGLV4-69
ENSG00000108702,5,75.6,4.9496,CCL1
ENSG00000110245,5,75.8,4.949466666666667,APOC3
ENSG00000211955,5,76.8,4.9488,IGHV3-33
ENSG00000211645,5,78.8,4.947466666666666,IGLV1-50
ENSG00000143556,5,79.4,4.947066666666666,S100A7
ENSG00000254046,5,80.8,4.946133333333333,IGHV1-17
ENSG00000145192,5,81.8,4.9454666666666665,AHSG
ENSG00000172551,5,82.0,4.945333333333333,MUCL1
ENSG00000161634,5,82.0,4.945333333333333,DCD
ENSG00000211652,5,83.6,4.944266666666667,IGLV7-43
ENSG00000211658,5,84.0,4.944,IGLV3-27
ENSG00000188508,5,84.0,4.944,KRTDAP
ENSG00000163631,5,84.8,4.943466666666667,ALB
ENSG00000095917,5,84.8,4.943466666666667,TPSD1
ENSG00000210082,5,85.4,4.943066666666667,MT-RNR2
ENSG00000236535,5,86.6,4.942266666666667,RC3H1-IT1
ENSG00000254174,5,88.0,4.941333333333334,IGHV1-12
ENSG00000241244,5,89.2,4.940533333333334,IGKV1D-16
ENSG00000135346,5,91.0,4.939333333333333,CGA
ENSG00000156234,5,92.0,4.938666666666666,CXCL13
ENSG00000276405,5,92.4,4.9384,TRBV13
ENSG00000110484,5,92.8,4.938133333333333,SCGB2A2
ENSG00000142515,5,96.0,4.936,KLK3
ENSG00000211943,5,96.8,4.935466666666667,IGHV3-15
ENSG00000211649,5,98.4,4.9344,IGLV7-46
ENSG00000243353,5,101.6,4.932266666666667,RPS29P19
ENSG00000136872,5,102.0,4.932,ALDOB
ENSG00000187026,5,102.6,4.9316,KRTAP21-2
ENSG00000139329,5,103.6,4.930933333333333,LUM
ENSG00000145423,5,104.4,4.9304,SFRP2
ENSG00000102970,5,106.6,4.928933333333333,CCL17
ENSG00000224041,5,107.0,4.9286666666666665,IGKV3D-15
ENSG00000282639,5,107.2,4.928533333333333,IGHV3-64D
ENSG00000129862,5,111.2,4.925866666666667,VCY1B
ENSG00000253691,5,111.2,4.925866666666667,IGKV2OR22-4
ENSG00000231475,5,111.4,4.9257333333333335,IGHV4-31
ENSG00000211651,5,112.6,4.924933333333334,IGLV1-44
ENSG00000233590,5,114.4,4.923733333333334,LINC02640
ENSG00000253818,5,114.8,4.923466666666667,IGLV1-41
ENSG00000115386,5,115.0,4.923333333333334,REG1A
ENSG00000148942,5,116.2,4.922533333333333,SLC5A12
ENSG00000186847,5,116.8,4.922133333333333,KRT14
ENSG00000107165,5,117.8,4.921466666666666,TYRP1
ENSG00000163736,5,119.8,4.920133333333333,PPBP
ENSG00000211592,5,121.0,4.919333333333333,IGKC
ENSG00000206177,5,126.8,4.915466666666667,HBM
ENSG00000275791,5,126.8,4.915466666666667,TRBV10-3
ENSG00000282651,5,127.0,4.915333333333333,IGHV5-10-1
ENSG00000211949,5,131.8,4.912133333333333,IGHV3-23
ENSG00000283293,5,132.8,4.911466666666667,RN7SK
ENSG00000166509,5,133.0,4.911333333333333,CLEC3A
ENSG00000282939,5,135.2,4.909866666666667,TRBV7-2
ENSG00000211946,5,135.2,4.909866666666667,IGHV3-20
ENSG00000197353,5,135.4,4.9097333333333335,LYPD2
ENSG00000240250,5,140.8,4.906133333333333,RN7SL541P
ENSG00000211947,5,141.2,4.905866666666666,IGHV3-21
ENSG00000132693,5,141.6,4.9056,CRP
ENSG00000242241,5,141.8,4.905466666666666,RN7SL306P
ENSG00000223914,5,142.0,4.905333333333333,LINC02471
ENSG00000253239,5,142.2,4.9052,IGLVI-70
ENSG00000149534,5,142.4,4.9050666666666665,MS4A2
ENSG00000211717,5,145.8,4.9028,TRBV10-1
ENSG00000211942,5,145.8,4.9028,IGHV3-13
ENSG00000118523,5,146.8,4.9021333333333335,CCN2
ENSG00000172724,5,148.4,4.901066666666667,CCL19
ENSG00000211650,5,149.8,4.900133333333334,IGLV5-45
ENSG00000211661,5,149.8,4.900133333333334,IGLV3-22
ENSG00000101439,5,151.2,4.8992,CST3
ENSG00000242580,5,153.2,4.897866666666666,IGKV1D-43
ENSG00000211725,5,153.8,4.897466666666666,TRBV5-5
ENSG00000011600,5,154.0,4.897333333333333,TYROBP
ENSG00000137077,5,154.2,4.8972,CCL21
ENSG00000102055,5,154.8,4.8968,PPP1R2C
ENSG00000105374,5,155.0,4.8966666666666665,NKG7
ENSG00000222726,5,156.4,4.895733333333333,RNU2-7P
ENSG00000204389,5,157.8,4.8948,HSPA1A
ENSG00000211632,5,159.2,4.893866666666667,IGKV3D-11
ENSG00000211669,5,160.8,4.8928,IGLV3-10
ENSG00000029559,5,161.2,4.892533333333334,IBSP
ENSG00000237674,5,161.4,4.8924,GSTA7P
ENSG00000115414,5,161.8,4.892133333333334,FN1
ENSG00000117601,5,162.6,4.8916,SERPINC1
ENSG00000266079,5,163.4,4.891066666666666,SNORA59B
ENSG00000211710,5,166.4,4.889066666666666,TRBV4-1
ENSG00000163216,5,166.6,4.888933333333333,SPRR2D
ENSG00000229314,5,167.2,4.888533333333333,ORM1
ENSG00000211941,5,168.2,4.887866666666667,IGHV3-11
ENSG00000158578,5,168.2,4.887866666666667,ALAS2
ENSG00000171345,5,168.8,4.887466666666667,KRT19
ENSG00000173369,5,170.0,4.886666666666667,C1QB
ENSG00000253709,5,170.2,4.886533333333333,IGHV1-14
ENSG00000253822,5,170.6,4.886266666666667,IGLV3-24
ENSG00000253631,5,172.2,4.8852,IGLV7-35
ENSG00000211951,5,172.4,4.885066666666667,IGHV2-26
ENSG00000211950,5,172.6,4.884933333333334,IGHV1-24
ENSG00000236776,5,174.0,4.884,RPL21P23
ENSG00000244734,5,174.4,4.883733333333334,HBB
ENSG00000163737,5,174.4,4.883733333333334,PF4
ENSG00000133636,5,174.8,4.883466666666667,NTS
ENSG00000124568,5,175.2,4.8832,SLC17A1
ENSG00000211667,5,178.4,4.881066666666666,IGLV3-12
ENSG00000053438,5,180.6,4.8796,NNAT
ENSG00000122862,5,181.0,4.879333333333333,SRGN
ENSG00000122585,5,182.0,4.878666666666667,NPY
ENSG00000211745,5,182.0,4.878666666666667,TRBV4-2
ENSG00000172016,5,182.2,4.878533333333333,REG3A
ENSG00000196611,5,185.0,4.876666666666667,MMP1
ENSG00000270467,5,185.4,4.8764,IGHV3OR16-12
ENSG00000255319,5,188.4,4.8744,ENPP7P8
ENSG00000159189,5,189.2,4.873866666666666,C1QC
ENSG00000170345,5,189.8,4.873466666666666,FOS
ENSG00000143248,5,191.2,4.872533333333333,RGS5
ENSG00000171195,5,195.8,4.869466666666667,MUC7
ENSG00000241657,5,196.0,4.8693333333333335,TRBV11-2
ENSG00000277987,5,196.6,4.868933333333334,LINC02351
ENSG00000149591,5,198.8,4.867466666666667,TAGLN
ENSG00000211656,5,199.8,4.8668,IGLV2-33
ENSG00000171201,5,201.0,4.866,SMR3B
ENSG00000276566,5,201.4,4.865733333333333,IGKV1D-13
ENSG00000236737,5,203.2,4.864533333333333,GAGE12B
ENSG00000257017,5,205.2,4.8632,HP
ENSG00000213088,5,205.4,4.863066666666667,ACKR1
ENSG00000173372,5,206.2,4.862533333333333,C1QA
ENSG00000229769,5,206.8,4.862133333333333,TRBV10-2
ENSG00000270550,5,208.0,4.8613333333333335,IGHV3-30
ENSG00000113889,5,209.2,4.860533333333334,KNG1
ENSG00000145824,5,209.4,4.8604,CXCL14
ENSG00000160182,5,209.6,4.860266666666667,TFF1
ENSG00000128422,5,210.6,4.8596,KRT17
ENSG00000235262,5,212.4,4.8584,KDM5C-IT1
ENSG00000205420,5,212.6,4.858266666666666,KRT6A
ENSG00000274752,5,215.8,4.856133333333333,TRBV12-3
ENSG00000223609,5,219.2,4.853866666666667,HBD
ENSG00000211714,5,219.6,4.8536,TRBV7-3
ENSG00000124564,5,220.0,4.8533333333333335,SLC17A3
ENSG00000211724,5,220.6,4.8529333333333335,TRBV6-6
ENSG00000218996,5,221.8,4.852133333333334,ARL4AP5
ENSG00000118785,5,223.2,4.8512,SPP1
ENSG00000188293,5,224.2,4.850533333333333,IGFL1
ENSG00000211662,5,224.2,4.850533333333333,IGLV3-21
ENSG00000249649,5,224.6,4.850266666666666,MRPS33P2
ENSG00000278030,5,224.8,4.850133333333333,TRBV7-9
ENSG00000099953,5,225.4,4.849733333333333,MMP11
ENSG00000256590,5,227.6,4.8482666666666665,TRDV3
ENSG00000242766,5,231.4,4.845733333333333,IGKV1D-17
ENSG00000251994,5,233.6,4.844266666666667,RNU2-27P
ENSG00000230097,5,234.4,4.843733333333334,ME2P1
ENSG00000189058,5,236.0,4.842666666666666,APOD
ENSG00000276953,5,236.2,4.842533333333333,TRBV12-4
ENSG00000237254,5,238.0,4.841333333333333,TRBV30
ENSG00000211654,5,238.2,4.8412,IGLV5-37
ENSG00000211668,5,239.2,4.840533333333333,IGLV2-11
ENSG00000242992,5,243.2,4.837866666666667,FTH1P4
ENSG00000211734,5,243.8,4.837466666666667,TRBV5-1
ENSG00000268751,5,245.0,4.836666666666667,SCGB1B2P
ENSG00000225138,5,245.6,4.836266666666667,SLC9A3-AS1
ENSG00000167768,5,246.8,4.835466666666667,KRT1
ENSG00000241566,5,247.6,4.834933333333334,IGKV2D-24
ENSG00000130173,5,247.8,4.8348,ANGPTL8
ENSG00000012223,5,248.0,4.834666666666667,LTF
ENSG00000100448,5,250.4,4.833066666666666,CTSG
ENSG00000183747,5,251.0,4.832666666666666,ACSM2A
ENSG00000211727,5,254.8,4.830133333333333,TRBV7-6
ENSG00000159763,5,256.0,4.8293333333333335,PIP
ENSG00000243051,5,257.4,4.8284,RN7SL269P
ENSG00000204959,5,259.4,4.827066666666667,ARHGEF34P
ENSG00000237702,5,259.6,4.826933333333334,TRBV3-1
ENSG00000211857,5,260.0,4.826666666666666,TRAJ32
ENSG00000211598,5,263.4,4.8244,IGKV4-1
ENSG00000243323,5,265.4,4.823066666666667,PTPRVP
ENSG00000124935,5,266.6,4.822266666666667,SCGB1D2
ENSG00000235763,5,269.6,4.820266666666667,SNRPGP5
ENSG00000214897,5,269.6,4.820266666666667,PNMA6E
ENSG00000262406,5,269.8,4.820133333333334,MMP12
ENSG00000197632,5,270.0,4.82,SERPINB2
ENSG00000113905,5,270.8,4.819466666666667,HRG
ENSG00000081800,5,270.8,4.819466666666667,SLC13A1
ENSG00000211861,5,272.2,4.818533333333333,TRAJ28
ENSG00000211670,5,272.4,4.8184000000000005,IGLV3-9
ENSG00000106927,5,273.0,4.818,AMBP
ENSG00000096006,5,274.6,4.816933333333333,CRISP3
ENSG00000169429,5,275.8,4.816133333333333,CXCL8
ENSG00000092009,5,276.4,4.815733333333333,CMA1
ENSG00000211841,5,276.6,4.8156,TRAJ48
ENSG00000130208,5,276.6,4.8156,APOC1
ENSG00000008517,5,277.2,4.8152,IL32
ENSG00000127318,5,277.2,4.8152,IL22
ENSG00000146678,5,277.4,4.815066666666667,IGFBP1
ENSG00000211644,5,280.4,4.813066666666667,IGLV1-51
ENSG00000224490,5,283.2,4.8112,TTC21B-AS1
ENSG00000253770,5,285.4,4.809733333333333,HMGB1P23
ENSG00000125538,5,285.6,4.8096,IL1B
ENSG00000272734,5,287.6,4.8082666666666665,ADIRF-AS1
ENSG00000066813,5,288.8,4.8074666666666666,ACSM2B
ENSG00000211625,5,291.0,4.806,IGKV3D-20
ENSG00000090382,5,292.2,4.8052,LYZ
ENSG00000108342,5,293.8,4.804133333333334,CSF3
ENSG00000211821,5,294.2,4.803866666666667,TRDV2
ENSG00000211721,5,294.4,4.803733333333334,TRBV6-5
ENSG00000242860,5,296.4,4.8024,RN7SL180P
ENSG00000132465,5,297.0,4.802,JCHAIN
ENSG00000244067,5,297.2,4.801866666666666,GSTA2
ENSG00000211648,5,298.8,4.8008,IGLV1-47
ENSG00000188257,5,299.4,4.8004,PLA2G2A
ENSG00000169469,5,300.4,4.799733333333333,SPRR1B
ENSG00000169245,5,304.0,4.797333333333333,CXCL10
ENSG00000227382,5,304.4,4.797066666666667,EIF4A2P2
ENSG00000211659,5,304.4,4.797066666666667,IGLV3-25
ENSG00000285219,5,304.6,4.7969333333333335,HULC
ENSG00000236552,5,306.4,4.795733333333334,RPL13AP5
ENSG00000211660,5,306.6,4.7956,IGLV2-23
ENSG00000254346,5,310.8,4.7928,MTND1P6
ENSG00000166426,5,311.0,4.792666666666666,CRABP1
ENSG00000242853,5,314.0,4.790666666666667,RN7SL749P
ENSG00000211845,5,315.2,4.789866666666667,TRAJ44
ENSG00000165953,5,315.6,4.7896,SERPINA12
ENSG00000283063,5,318.0,4.788,TRBV6-2
ENSG00000220517,5,318.4,4.787733333333334,ASS1P1
ENSG00000257666,5,319.6,4.786933333333334,CBX3P5
ENSG00000167800,5,322.2,4.7852,TBX10
ENSG00000211716,5,322.2,4.7852,TRBV9
ENSG00000271288,5,326.4,4.7824,IGHV1OR15-3
ENSG00000174957,5,328.6,4.7809333333333335,OR5J2
ENSG00000163586,5,330.0,4.78,FABP1
ENSG00000223305,5,332.0,4.778666666666667,RN7SKP30
ENSG00000140287,5,334.6,4.776933333333333,HDC
ENSG00000211623,5,335.0,4.776666666666666,IGKV2D-26
ENSG00000142089,5,335.2,4.776533333333333,IFITM3
ENSG00000142173,5,336.2,4.7758666666666665,COL6A2
ENSG00000167434,5,336.4,4.775733333333333,CA4
ENSG00000250591,5,337.0,4.775333333333333,PRSS3P1
ENSG00000253755,5,338.4,4.7744,IGHGP
ENSG00000152583,5,339.8,4.773466666666667,SPARCL1
ENSG00000211666,5,341.0,4.772666666666667,IGLV2-14
ENSG00000149968,5,341.2,4.7725333333333335,MMP3
ENSG00000106483,5,343.4,4.771066666666667,SFRP4
ENSG00000196754,5,344.4,4.7704,S100A2
ENSG00000224607,5,345.4,4.769733333333333,IGKV1D-27
ENSG00000139988,5,345.6,4.7696,RDH12
ENSG00000100097,5,347.4,4.7684,LGALS1
ENSG00000254154,5,347.6,4.768266666666666,CRYZL2P-SEC16B
ENSG00000110799,5,347.6,4.768266666666666,VWF
ENSG00000278196,5,347.6,4.768266666666666,IGLV2-8
ENSG00000211653,5,349.8,4.7668,IGLV1-40
ENSG00000236992,5,350.6,4.766266666666667,RPL12P12
ENSG00000211945,5,352.2,4.7652,IGHV1-18
ENSG00000240160,5,352.2,4.7652,RN7SL263P
ENSG00000165553,5,354.2,4.763866666666667,NGB
ENSG00000279897,5,354.4,4.763733333333334,BIRC6-AS2
ENSG00000112116,5,354.4,4.763733333333334,IL17F
ENSG00000204542,5,355.8,4.7628,C6orf15
ENSG00000255151,5,356.4,4.7624,GLYATL1B
ENSG00000182492,5,356.8,4.762133333333333,BGN
ENSG00000125148,5,358.6,4.760933333333333,MT2A
ENSG00000270479,5,360.6,4.7596,BNIP3P37
ENSG00000168685,5,361.4,4.759066666666667,IL7R
ENSG00000211706,5,361.8,4.7588,TRBV6-1
ENSG00000239218,5,362.8,4.758133333333333,RPS20P22
ENSG00000124102,5,364.0,4.757333333333333,PI3
ENSG00000273142,5,367.4,4.755066666666667,LINC02604
ENSG00000220377,5,373.2,4.7512,GSTA8P
ENSG00000139648,5,373.6,4.750933333333333,KRT71
ENSG00000064205,5,374.0,4.750666666666667,CCN5
ENSG00000088340,5,374.6,4.750266666666667,FER1L4
ENSG00000198502,5,375.4,4.749733333333333,HLA-DRB5
ENSG00000143546,5,376.2,4.7492,S100A8
ENSG00000233603,5,376.2,4.7492,JTBP1
ENSG00000258613,5,376.6,4.7489333333333335,RPL21P7
ENSG00000178372,5,377.0,4.748666666666667,CALML5
ENSG00000237106,5,377.2,4.7485333333333335,FABP5P15
ENSG00000130300,5,378.0,4.748,PLVAP
ENSG00000116031,5,380.2,4.746533333333334,CD207
ENSG00000183444,5,380.2,4.746533333333334,OR7E38P
ENSG00000233732,5,380.8,4.746133333333333,IGHV3OR16-10
ENSG00000106341,5,380.8,4.746133333333333,PPP1R17
ENSG00000121966,5,384.4,4.743733333333333,CXCR4
ENSG00000213373,5,384.4,4.743733333333333,LINC00671
ENSG00000228232,5,386.0,4.742666666666667,GAPDHP1
ENSG00000276597,5,387.8,4.741466666666667,TRBV11-3
ENSG00000171557,5,388.4,4.741066666666667,FGG
ENSG00000211647,5,390.8,4.739466666666667,IGLV5-48
ENSG00000226660,5,391.0,4.739333333333334,TRBV2
ENSG00000112115,5,391.4,4.739066666666667,IL17A
ENSG00000211728,5,393.0,4.738,TRBV5-6
ENSG00000157766,5,394.2,4.7372,ACAN
ENSG00000260048,5,394.4,4.737066666666666,IGHV1OR16-3
ENSG00000167244,5,394.4,4.737066666666666,IGF2
ENSG00000215878,5,394.4,4.737066666666666,MARCKSL1P2
ENSG00000252620,5,399.0,4.734,RNU6ATAC24P
ENSG00000108688,5,400.8,4.7328,CCL7
ENSG00000225920,5,401.4,4.7324,RIMKLBP2
ENSG00000138207,5,401.6,4.732266666666667,RBP4
ENSG00000272752,5,404.6,4.730266666666667,STAG3L5P-PVRIG2P-PILRB
ENSG00000107317,5,406.0,4.729333333333333,PTGDS
ENSG00000237406,5,407.4,4.7284,NDUFA9P1
ENSG00000267083,5,407.8,4.728133333333333,KRT18P61
ENSG00000275132,5,409.4,4.7270666666666665,RN7SL663P
ENSG00000160862,5,409.6,4.726933333333333,AZGP1
ENSG00000145321,5,410.2,4.726533333333333,GC
ENSG00000230099,5,410.6,4.726266666666667,TRBV5-4
ENSG00000213916,5,411.0,4.726,RPL13P
ENSG00000187783,5,411.4,4.725733333333333,TMEM72
ENSG00000235330,5,411.8,4.725466666666667,RPL12P25
ENSG00000234068,5,412.0,4.725333333333333,PAGE2
ENSG00000186474,5,412.2,4.7252,KLK12
ENSG00000158869,5,412.6,4.724933333333333,FCER1G
ENSG00000100453,5,414.8,4.723466666666667,GZMB
ENSG00000233750,5,417.8,4.721466666666666,CICP27
ENSG00000153822,5,418.4,4.721066666666666,KCNJ16
ENSG00000242829,5,418.8,4.7208,RPS26P21
ENSG00000145642,5,419.0,4.720666666666666,SHISAL2B
ENSG00000203435,5,419.0,4.720666666666666,E2F3P2
ENSG00000225193,5,421.0,4.719333333333333,RPS12P26
ENSG00000207501,5,422.0,4.718666666666667,RNVU1-14
ENSG00000184113,5,422.8,4.718133333333333,CLDN5
ENSG00000211459,5,423.0,4.718,MT-RNR1
ENSG00000241120,5,423.0,4.718,HMGN1P8
ENSG00000153563,5,428.4,4.7144,CD8A
ENSG00000173110,5,430.6,4.712933333333333,HSPA6
ENSG00000186081,5,430.8,4.7128,KRT5
ENSG00000173762,5,431.4,4.7124,CD7
ENSG00000133110,5,431.4,4.7124,POSTN
ENSG00000211956,5,434.4,4.7104,IGHV4-34
ENSG00000163735,5,434.6,4.710266666666667,CXCL5
ENSG00000212743,5,436.4,4.709066666666667,LINC02656
ENSG00000255469,5,438.4,4.7077333333333335,BOLA3P1
ENSG00000213231,5,441.0,4.706,TCL1B
ENSG00000170454,5,444.4,4.703733333333333,KRT75
ENSG00000148346,5,444.6,4.7036,LCN2
ENSG00000138755,5,445.6,4.702933333333333,CXCL9
ENSG00000223416,5,446.4,4.7024,RPS26P15
ENSG00000211817,5,451.2,4.6992,TRAV38-2DV8
ENSG00000168333,5,451.4,4.699066666666667,PPDPFL
ENSG00000179571,5,452.8,4.698133333333334,NBPF17P
ENSG00000255974,5,453.4,4.697733333333334,CYP2A6
ENSG00000216588,5,454.4,4.697066666666666,IGSF23
ENSG00000196154,5,454.6,4.696933333333333,S100A4
ENSG00000230701,5,454.6,4.696933333333333,FBXW4P1
ENSG00000270986,5,455.0,4.696666666666666,HMGB1P51
ENSG00000210144,5,455.8,4.696133333333333,MT-TY
ENSG00000249840,5,456.6,4.6956,GAPDHP76
ENSG00000211679,5,457.6,4.694933333333333,IGLC3
ENSG00000113088,5,458.8,4.694133333333333,GZMK
ENSG00000272645,5,459.0,4.694,GTF2IP20
ENSG00000185640,5,459.0,4.694,KRT79
ENSG00000223525,5,459.0,4.694,RABGAP1L-IT1
ENSG00000141433,5,460.4,4.693066666666667,ADCYAP1
ENSG00000251046,5,460.8,4.6928,ZNF969P
ENSG00000243560,5,461.8,4.6921333333333335,RN7SL364P
ENSG00000211677,5,463.0,4.691333333333334,IGLC2
ENSG00000129538,5,464.0,4.690666666666667,RNASE1
ENSG00000156076,5,464.2,4.690533333333334,WIF1
ENSG00000262117,5,465.6,4.6896,BCAR4
ENSG00000117834,5,469.0,4.687333333333333,SLC5A9
ENSG00000164266,5,469.2,4.6872,SPINK1
ENSG00000111404,5,470.2,4.686533333333333,RERGL
ENSG00000096088,5,470.4,4.6864,PGC
ENSG00000176840,5,473.8,4.6841333333333335,MIR7-3HG
ENSG00000115461,5,475.0,4.683333333333334,IGFBP5
ENSG00000261649,5,475.2,4.6832,GOLGA6L7
ENSG00000231365,5,477.4,4.681733333333334,WARS2-AS1
ENSG00000211685,5,477.6,4.6816,IGLC7
ENSG00000211663,5,478.0,4.681333333333333,IGLV3-19
ENSG00000181195,5,479.6,4.680266666666666,PENK
ENSG00000198650,5,481.8,4.6788,TAT
ENSG00000104760,5,483.0,4.678,FGL1
ENSG00000180988,5,484.8,4.6768,OR52N2
ENSG00000183036,5,487.2,4.6752,PCP4
ENSG00000236804,5,489.4,4.673733333333334,RPS3AP12
ENSG00000183055,5,489.6,4.6736,FAM133CP
ENSG00000223392,5,492.0,4.672,CLDN10-AS1
ENSG00000211673,5,492.8,4.671466666666666,IGLV3-1
ENSG00000198077,5,493.4,4.6710666666666665,CYP2A7
ENSG00000160678,5,493.6,4.670933333333333,S100A1
ENSG00000270670,5,494.8,4.670133333333333,MARK2P16
ENSG00000267023,5,494.8,4.670133333333333,LRRC37A16P
ENSG00000167656,5,495.0,4.67,LY6D
ENSG00000260576,5,495.2,4.669866666666667,EIF5A2P1
ENSG00000236577,5,495.8,4.669466666666667,SNRPGP14
ENSG00000244661,5,499.4,4.667066666666667,TRBV12-1
ENSG00000163734,5,501.4,4.665733333333334,CXCL3
ENSG00000269929,5,502.6,4.664933333333333,MIRLET7A1HG
ENSG00000204628,5,504.0,4.664,RACK1
ENSG00000228168,5,504.6,4.6636,HNRNPA1P21
ENSG00000100341,5,505.0,4.663333333333333,PNPLA5
ENSG00000100721,5,505.2,4.6632,TCL1A
ENSG00000105205,5,506.6,4.662266666666667,CLC
ENSG00000172482,5,507.4,4.661733333333333,AGXT
ENSG00000239221,5,507.6,4.6616,RN7SL442P
ENSG00000142871,5,509.8,4.6601333333333335,CCN1
ENSG00000206172,5,510.6,4.6596,HBA1
ENSG00000171346,5,510.6,4.6596,KRT15
ENSG00000188536,5,510.6,4.6596,HBA2
ENSG00000138109,5,512.2,4.658533333333334,CYP2C9
ENSG00000196228,5,515.4,4.6564,SULT1C3
ENSG00000142156,5,518.2,4.654533333333333,COL6A1
ENSG00000156738,5,519.4,4.653733333333333,MS4A1
ENSG00000166211,5,520.0,4.653333333333333,SPIC
ENSG00000159251,5,520.2,4.6532,ACTC1
ENSG00000237238,5,521.4,4.6524,BMS1P10
ENSG00000109072,5,521.4,4.6524,VTN
ENSG00000169442,5,523.0,4.6513333333333335,CD52
ENSG00000289746,5,523.0,4.6513333333333335,TARP
ENSG00000124107,5,523.6,4.650933333333334,SLPI
ENSG00000124253,5,523.8,4.6508,PCK1
ENSG00000271620,5,534.8,4.643466666666667,IGHV3OR16-7
ENSG00000139219,5,535.0,4.6433333333333335,COL2A1
ENSG00000091583,5,537.8,4.641466666666667,APOH
ENSG00000225079,5,539.2,4.640533333333333,FTH1P22
ENSG00000239223,5,539.4,4.6404,RPL34P31
ENSG00000169194,5,540.4,4.639733333333333,IL13
ENSG00000101200,5,540.6,4.6396,AVP
ENSG00000161180,5,541.0,4.639333333333333,CCDC116
ENSG00000259374,5,541.2,4.6392,NDUFB4P11
ENSG00000253957,5,542.8,4.638133333333333,IGHV3-22
ENSG00000235214,5,544.2,4.6372,FAM83C-AS1
ENSG00000145649,5,546.4,4.6357333333333335,GZMA
ENSG00000223543,5,546.6,4.6356,TCEAL4P1
ENSG00000241278,5,547.6,4.634933333333334,ENPP7P4
ENSG00000185633,5,550.2,4.6332,NDUFA4L2
ENSG00000256134,5,550.4,4.633066666666666,EGLN3P1
ENSG00000108700,5,551.4,4.6324,CCL8
